customerID,support_tickets_90d,support_ticket_escalations_90d,app_logins_30d,days_since_last_login,avg_daily_usage_gb,data_overage_events_90d,payment_failures_12m,nps_score,discount_offers_accepted_12m,plan_change_count_12m
9840-EFJQB,2,1,9,6,5.89,3,1,5,0,1
0696-UKTOX,2,1,10,11,3.49,3,3,6,1,4
4801-KFYKL,4,1,7,19,8.49,0,0,7,2,1
3472-OAOOR,6,0,12,29,7.59,4,1,6,1,1
6135-OZQVA,2,0,8,62,4.24,6,1,2,0,1
8062-YBDOE,3,2,10,62,14.01,0,4,2,4,1
2252-JHJGE,1,0,16,17,9.06,1,0,5,1,0
4188-PCPIG,4,0,8,2,4.33,0,2,9,1,0
6000-APYLU,4,1,4,32,12.56,4,1,5,1,1
7105-BENQF,1,0,3,66,8.77,3,1,4,1,2
7721-DVEKZ,3,0,8,4,9.53,2,0,4,0,2
3566-VVORZ,5,1,15,25,5.96,3,1,6,0,0
9507-HSMMZ,5,0,10,39,8.09,2,2,7,1,0
2480-SQIOB,1,0,6,3,11.9,5,1,5,2,2
0947-IDHRQ,5,1,4,26,12.31,2,0,0,2,1
7813-TKCVO,1,0,13,46,8.6,0,0,5,1,3
0128-MKWSG,3,1,14,3,4.87,4,1,3,1,0
3672-YITQD,9,4,3,23,11.65,3,1,2,0,4
4350-ZTLPI,3,0,11,24,7.39,0,1,4,1,0
9048-JVYVF,2,1,6,77,8.24,1,3,4,1,5
0361-HJRDX,2,0,7,2,6.02,1,1,6,1,0
5727-MYATE,1,0,16,16,6.78,1,2,5,2,1
3823-KYNQY,0,0,11,57,8.29,1,1,3,1,0
8988-ECPJR,2,2,6,10,7.08,3,1,2,2,1
7570-WELNY,1,0,9,0,6.86,3,0,6,1,1
3021-VLNRJ,3,1,16,1,10.31,2,1,7,0,1
3776-EKTKM,4,0,7,9,10.99,0,2,5,2,1
2080-CAZNM,2,1,6,15,6.01,3,2,3,0,3
1028-FFNJK,3,0,9,40,8.79,2,0,8,1,2
6907-FLBER,4,2,12,48,8.39,2,1,9,1,0
3001-UNBTL,4,0,8,4,4.12,1,1,3,0,0
5982-PSMKW,3,0,9,1,8.08,5,1,4,1,0
3507-GASNP,5,2,13,18,7.25,1,2,5,0,1
7096-ZNBZI,2,0,13,11,4.16,0,4,7,3,1
1902-XBTFB,2,0,5,9,13.77,2,3,5,0,3
1676-MQAOA,7,3,16,4,8.11,0,2,6,1,1
0786-IVLAW,4,3,13,1,7.07,2,2,6,0,3
7566-DSRLQ,3,0,13,18,5.19,4,0,6,2,0
0643-OKLRP,11,5,4,13,10.11,2,2,4,3,1
7245-JMTTQ,3,0,14,0,8.33,1,0,6,1,2
6050-IJRHS,0,0,8,26,10.31,0,2,4,1,1
6202-JVYEU,2,1,8,0,7.0,1,2,9,1,0
8591-TKMZH,1,0,8,30,4.16,1,0,8,1,0
0734-OXWBT,4,0,11,12,6.96,0,1,7,0,3
4282-ACRXS,1,0,6,28,6.89,1,3,5,2,0
0365-TRTPY,1,0,8,29,11.04,3,2,4,1,0
7349-ALMUX,0,0,16,0,6.96,0,2,4,1,0
9381-NDKME,6,3,8,35,10.6,4,0,3,3,0
6502-KUGLL,3,0,8,5,6.38,2,1,6,0,4
1841-YSJGV,1,0,19,17,7.31,1,1,4,1,0
2794-XIMMO,5,3,6,8,8.18,2,3,3,4,3
8382-SHQEH,7,1,6,22,10.26,4,0,3,1,1
3511-BFTJW,4,2,13,43,8.3,0,1,7,2,1
7668-XCFYV,4,1,15,40,8.02,3,1,6,1,1
2983-ZANRP,8,4,5,2,12.12,0,6,2,1,1
7845-URHJN,3,1,5,82,12.63,4,0,3,1,3
3034-ZBEQN,7,2,10,17,12.04,5,0,2,0,2
5018-HEKFO,5,3,5,70,8.38,3,1,3,0,0
2923-ARZLG,3,1,7,18,5.88,4,1,4,0,1
3976-NLDEZ,4,0,12,16,6.03,4,3,5,1,2
2282-YGNOR,0,1,16,14,8.74,1,1,3,1,6
5336-UFNZP,3,0,14,48,7.17,3,1,7,4,0
6854-EXGSF,5,2,9,24,8.21,2,1,3,1,0
1241-EZFMJ,2,0,13,7,6.19,1,1,3,1,1
9233-PSYHO,4,2,7,12,8.05,0,0,4,0,0
5376-PCKNB,3,2,13,1,4.74,2,1,5,2,0
8044-BGWPI,2,0,5,30,6.63,3,3,6,2,0
4060-LDNLU,5,0,8,28,7.65,1,2,4,0,2
3589-PPVKW,3,1,10,20,9.28,1,2,6,0,1
8327-LZKAS,6,1,4,12,11.82,4,2,3,1,2
5887-IKKYO,0,0,14,86,3.91,1,1,7,2,0
1075-BGWOH,3,1,9,87,6.68,3,2,3,2,2
1755-RMCXH,0,0,10,40,8.88,1,1,4,2,0
0302-JOIVN,6,4,7,8,10.16,5,3,7,1,2
3858-XHYJO,2,1,13,62,8.36,1,2,7,1,2
4299-SIMNS,5,1,6,6,6.82,0,4,4,3,0
7025-IWFHT,3,0,13,21,6.06,1,3,7,0,2
6261-LHRTG,4,2,13,25,6.32,1,0,8,0,3
7841-FCRQD,2,0,13,4,1.42,1,0,6,2,2
2056-EVGZL,4,3,10,50,4.98,2,3,6,3,1
8777-MBMTS,1,0,5,4,5.73,2,1,4,3,0
7753-USQYQ,3,0,13,2,5.08,0,1,8,3,0
5366-IJEQJ,3,1,8,21,7.99,4,1,4,2,2
7661-CPURM,9,1,11,38,6.08,2,4,3,2,1
6233-HXJMX,5,1,16,50,7.85,1,2,4,1,0
5902-WBLSE,1,0,20,53,8.18,1,0,6,0,1
1981-INRFU,5,1,7,15,4.22,5,4,3,2,3
4971-PUYQO,1,0,10,35,8.05,5,1,3,2,3
3239-TPHPZ,2,0,12,5,5.83,0,1,3,0,1
5115-GZDEL,3,0,8,4,3.48,3,0,9,1,1
3338-CVVEH,5,1,8,53,10.33,3,2,4,0,0
8485-GJCDN,6,1,4,12,7.72,2,1,5,2,3
2615-YVMYX,10,6,11,30,9.57,5,1,3,2,0
2851-STERV,2,0,10,1,6.62,1,2,2,2,2
4393-GEADV,2,0,11,29,10.24,1,2,5,4,0
8486-AYEQH,1,1,10,3,5.78,2,0,7,2,1
1527-SXDPN,5,3,6,3,8.03,2,2,2,3,4
6029-WTIPC,2,0,5,10,9.5,0,2,5,2,1
8634-CILSZ,5,3,7,0,12.73,3,2,2,0,2
5419-JKZNQ,4,2,10,70,9.09,0,1,3,2,1
2495-KZNFB,1,1,7,17,6.98,0,0,5,0,0
1409-PHXTF,4,1,9,69,8.48,1,2,7,2,1
4560-WQAQW,4,1,10,7,6.16,2,2,9,1,0
9591-YVTEB,4,3,8,11,11.05,3,3,3,1,0
9309-BZGNT,3,0,16,1,8.17,0,0,5,1,0
4274-DRSQT,3,1,16,3,7.19,2,0,5,2,1
2027-DNKIV,4,0,16,29,6.74,0,1,6,1,0
8075-GXIUB,2,1,10,8,5.06,3,2,7,0,1
2885-HIJDH,4,3,8,43,7.4,2,1,9,2,0
5424-RLQLC,2,0,6,30,8.46,0,2,9,5,2
6682-QJDGB,3,1,3,2,11.67,4,4,7,3,3
6507-DTJZV,5,2,12,88,7.34,4,2,6,2,2
8780-IXSTS,4,2,5,20,5.59,2,1,3,0,1
7673-BQGKU,3,1,13,73,8.71,5,1,4,0,1
6723-WSNTY,3,2,11,37,5.84,3,2,3,2,1
9530-EHPOH,4,0,8,90,11.48,1,2,5,2,3
2725-IWWBA,4,1,21,70,4.12,2,0,6,1,0
0345-HKJVM,8,4,8,90,10.54,1,1,6,0,0
1061-PNTHC,2,0,12,14,7.16,1,2,5,1,0
0394-YONDK,1,0,12,90,7.11,3,2,7,2,1
6574-MCOEH,1,0,9,3,9.49,2,2,8,1,0
7399-QHBJS,6,2,12,8,5.74,2,1,2,1,3
3049-SOLAY,5,2,7,17,12.6,1,1,4,5,1
0997-YTLNY,5,1,12,4,12.44,5,0,5,1,1
3317-HRTNN,8,4,4,43,7.39,2,6,1,2,0
9479-HYNYL,1,0,14,0,5.38,5,2,9,1,2
3235-ETOOB,9,2,2,12,9.56,2,6,4,0,1
9708-KFDBY,5,1,8,30,6.89,0,1,8,1,1
8058-INTPH,2,1,4,72,12.15,2,2,3,3,1
3642-GKTCT,2,1,9,4,10.41,0,0,5,1,0
0774-RMNUW,3,0,8,30,6.27,1,0,6,1,1
1334-PDUKM,5,2,14,16,5.28,2,2,6,1,0
0756-MPZRL,3,2,16,2,6.62,3,1,7,0,1
2242-MFOTG,4,1,10,57,9.0,3,2,5,1,2
2927-CVULT,3,1,10,11,5.13,1,1,3,2,1
2144-BFDSO,4,3,10,38,6.04,1,0,7,1,0
8745-PVESG,3,0,14,4,5.17,3,1,5,1,2
7647-GYYKX,1,0,12,10,6.14,3,0,5,1,1
5647-FXOTP,1,0,11,31,7.62,2,1,4,5,2
5569-OUICF,4,1,5,90,5.9,3,4,1,3,2
8821-XNHVZ,7,4,1,73,9.02,2,0,3,3,3
2082-OJVTK,2,0,8,44,7.26,1,3,2,3,3
9700-ISPUP,3,0,9,24,8.48,4,1,5,2,1
9839-ETQOE,4,0,12,21,5.79,2,1,6,0,0
6078-VESFR,4,2,12,7,9.33,2,1,2,0,0
9027-TMATR,2,0,9,0,7.87,1,0,4,3,2
5940-NFXKV,7,3,10,16,12.76,1,4,3,1,1
1941-HOSAM,0,0,11,5,8.63,5,2,8,1,2
9110-HSGTV,3,1,12,0,7.31,2,3,5,2,3
0704-VCUMB,2,0,8,3,7.3,1,3,2,1,1
6171-ZTVYB,6,1,12,5,7.15,0,1,6,1,1
8053-WWDRO,6,2,8,57,8.63,3,1,4,2,1
9564-KCLHR,2,0,11,78,9.38,2,0,2,4,5
1935-IMVBB,4,0,17,84,6.69,2,5,4,2,0
2535-PBCGC,1,0,11,13,6.27,2,1,5,0,3
2082-CEFLT,4,2,9,90,9.01,1,1,3,3,3
1470-PSXNM,6,0,13,9,7.23,2,3,4,2,0
1213-NGCUN,5,2,6,42,9.83,4,4,5,1,1
2498-XLDZR,3,0,11,10,7.28,1,1,6,0,0
9866-OCCKE,2,1,9,42,9.37,2,1,7,1,0
5338-YHWYT,1,0,16,13,6.24,2,1,4,1,1
7718-UPSKJ,4,2,12,21,3.68,2,0,8,1,2
8731-WBBMB,2,0,14,25,8.85,2,1,4,1,0
1448-CYWKC,1,1,11,11,11.22,2,1,7,1,2
7901-IIDQV,4,0,9,90,8.25,0,1,5,1,1
2690-DVRVK,3,1,7,24,7.59,2,3,2,1,1
5688-KZTSN,3,1,13,36,10.38,1,2,4,0,0
1270-XKUCC,2,1,7,10,7.05,3,0,7,0,0
0334-ZFJSR,4,2,12,7,7.26,0,2,5,1,0
2894-QOJRX,5,3,5,16,8.09,6,3,4,2,1
5747-PMBSQ,4,0,2,90,11.88,2,3,4,2,1
5583-EJXRD,1,0,15,29,5.73,2,1,5,1,1
4565-EVZMJ,1,0,11,90,9.17,2,0,5,1,1
3143-JQEGI,3,0,7,32,11.02,3,1,5,3,0
6386-SZZKH,6,1,5,35,12.72,3,2,2,2,1
3327-YBAKM,1,0,13,19,8.2,0,0,10,4,1
9441-QHEVC,1,0,10,49,3.45,2,5,4,5,1
6705-LNMDD,4,0,10,33,5.25,1,3,7,1,0
2580-ASVVY,1,1,15,65,7.65,1,2,4,1,1
3370-GQEAL,4,3,13,1,11.91,0,1,3,3,1
5032-USPKF,1,0,12,25,6.43,0,2,7,0,3
2982-IHMFT,5,5,8,88,7.15,1,2,2,5,1
3521-SYVOR,3,2,3,11,11.47,4,2,0,2,3
4254-QPEDE,3,0,21,25,9.31,0,0,8,0,1
6283-GITPX,6,2,14,16,5.36,3,5,7,1,0
9526-JAWYF,1,1,9,1,8.81,0,4,0,1,0
0771-CHWSK,4,1,14,56,9.67,0,1,4,2,0
9788-HNGUT,4,1,8,10,5.44,2,1,5,1,2
9495-REDIY,7,1,14,28,5.31,3,2,5,0,0
5375-XLDOF,5,1,18,11,5.12,2,1,7,1,0
1172-VIYBP,6,0,10,5,7.11,1,0,7,0,0
5649-VUKMC,3,0,8,22,9.3,5,3,3,0,3
6559-PDZLR,4,1,10,1,7.31,1,3,3,2,1
8992-OBVDG,3,0,11,0,8.97,0,1,3,1,1
4273-MBHYA,3,0,6,24,9.83,2,4,6,2,0
4724-WXVWF,3,2,9,3,11.29,3,1,3,2,1
5701-GUXDC,0,0,9,11,6.3,1,1,6,1,2
1460-UZPRJ,3,1,15,8,8.56,0,0,6,0,2
6082-GLJIX,3,1,8,1,5.15,2,2,3,1,0
5143-EGQFK,5,4,9,77,11.33,2,1,4,1,0
4919-IKATY,5,1,6,79,11.43,3,2,4,5,1
2495-TTHBQ,3,0,13,15,5.76,1,1,5,1,1
0485-ZBSLN,5,2,12,4,9.2,3,0,3,3,0
3810-PJUHR,2,0,9,23,7.32,2,4,7,0,1
9050-QLROH,4,2,6,7,10.82,3,3,2,5,3
0847-HGRML,2,0,7,21,9.93,1,0,3,1,1
8232-CTLKO,4,0,11,3,7.31,4,1,9,2,0
9227-YBAXE,0,0,8,12,10.26,3,1,2,0,2
6168-WFVVF,3,2,3,3,7.69,2,2,1,1,0
9860-LISIZ,7,2,9,12,6.69,2,1,5,0,2
0112-QAWRZ,2,0,9,8,7.96,1,1,4,4,3
0877-SDMBN,4,2,1,90,8.32,1,0,3,4,3
2786-GCDPI,7,1,8,40,8.61,2,1,5,1,0
4043-MKDTV,5,0,6,3,6.52,7,0,5,0,2
8065-YKXKD,8,2,4,42,9.31,3,2,5,2,1
9637-EIHEQ,4,3,2,19,9.27,3,5,4,1,1
9229-RQABD,2,1,13,73,7.69,1,0,5,0,0
8313-KTIHG,0,0,12,6,7.76,1,1,5,3,0
5320-BRKGK,4,1,8,27,7.66,3,3,6,2,1
6284-KMNUF,5,4,12,5,7.28,0,1,5,1,0
9689-PTNPG,4,0,5,30,6.25,2,1,5,2,1
9465-RWMXL,5,1,6,35,11.36,6,1,5,0,3
6229-UOLQL,3,1,11,6,5.15,0,0,7,1,1
2362-IBOOY,5,2,4,90,10.48,5,4,5,3,3
3137-LUPIX,2,2,10,7,8.41,1,0,5,1,2
0843-WTBXE,4,2,7,13,14.34,2,3,3,2,2
6143-JQKEA,4,1,9,50,1.69,3,1,6,1,2
8676-OOQEJ,2,1,10,24,6.48,2,2,5,0,0
5515-IDEJJ,3,0,6,33,10.58,2,2,5,2,1
9701-CDXHR,9,4,16,15,4.47,4,2,6,2,0
7450-NWRTR,5,2,4,61,9.86,0,1,1,2,1
8124-NZVGJ,1,0,6,6,3.17,2,1,5,6,0
2162-FRZAA,1,0,23,6,6.18,1,1,8,2,2
5376-DEQCP,6,2,6,1,9.96,4,3,2,1,0
5118-MUEYH,3,0,10,17,9.38,3,0,5,3,2
9095-HFAFX,7,0,7,20,10.46,4,2,4,0,2
5627-TVBPP,1,0,12,15,5.44,2,1,6,0,2
2379-ENZGV,3,2,5,13,10.05,0,6,3,1,1
3936-QQFLL,3,1,8,90,7.44,3,0,5,0,0
2589-AYCRP,3,0,7,27,5.87,3,1,6,1,2
4067-HLYQI,5,0,12,8,9.67,2,2,4,0,1
5124-EOGYE,4,2,6,7,8.66,3,1,6,2,1
5057-RKGLH,1,0,12,45,3.3,3,0,3,0,1
0292-WEGCH,4,0,5,3,7.77,2,0,4,3,0
8910-ICHIU,3,3,7,57,5.45,2,3,5,1,0
4097-YODCF,3,0,9,8,4.23,3,1,4,1,1
9715-WZCLW,4,0,16,23,5.54,3,1,7,2,1
9786-YWNHU,2,0,18,0,6.29,2,0,3,0,2
6407-GSJNL,2,2,14,14,10.76,0,2,5,1,0
6005-OBZPH,8,5,6,34,8.82,4,4,1,3,1
4049-ZPALD,5,2,12,25,7.79,1,1,7,1,2
7932-WPTDS,4,2,5,15,10.53,0,2,2,4,1
3733-UOCWF,1,0,10,26,6.43,2,2,5,3,0
6833-JMZYP,5,1,10,7,8.89,1,4,5,1,2
2722-VOJQL,2,0,10,6,8.44,3,2,2,1,2
1310-QRITU,1,1,17,0,4.81,1,2,6,2,1
8961-QDZZJ,1,0,10,4,6.68,1,1,4,2,1
9715-SBVSU,3,1,11,12,5.13,3,2,2,2,1
8490-BXHEO,3,3,5,5,9.09,3,1,3,3,1
7173-TETGO,0,0,18,21,6.59,0,0,3,2,2
7929-SKFGK,4,0,13,33,6.75,3,2,5,0,1
2300-RQGOI,3,0,20,1,7.62,2,1,6,0,1
3563-SVYLG,1,1,16,6,5.67,1,2,5,3,0
5228-EXCET,4,0,4,90,3.86,5,1,4,2,1
6435-VWCCY,2,0,12,7,6.66,6,1,6,0,0
4998-IKFSE,1,0,11,7,9.25,1,2,4,0,1
8630-QSGXK,0,1,9,29,8.66,3,0,6,0,2
2455-USLMV,1,0,16,10,5.41,1,1,3,1,0
7394-FKDNK,4,2,7,19,8.69,6,3,1,1,2
9488-FVZCC,2,1,13,33,9.52,0,1,6,1,2
6331-LWDTQ,3,2,3,42,6.74,2,3,3,0,0
5995-WWKKG,3,0,13,16,6.83,1,0,6,0,2
1597-FZREH,7,1,3,16,10.39,1,1,1,4,0
7879-CGSFV,6,1,13,5,10.6,1,2,5,3,2
9921-EZKBY,4,2,11,1,6.41,3,1,5,1,1
7432-FFVAR,4,2,9,73,4.15,2,2,6,1,0
7246-ZGQDF,4,0,8,14,6.0,3,2,8,1,0
7000-WCEVQ,3,1,5,19,14.58,5,3,0,2,0
0727-IWKVK,2,0,5,11,10.46,2,0,4,3,0
5959-BELXA,7,3,5,14,12.27,2,2,5,2,0
4456-RHSNB,6,1,9,25,7.55,1,0,6,3,2
3512-IZIKN,3,3,4,83,8.02,4,1,5,2,3
2481-SBOYW,4,1,16,40,5.2,1,1,4,3,0
7109-MFBYV,4,0,10,10,6.8,1,2,5,1,0
1833-TCXKK,4,1,10,20,9.72,2,3,6,2,3
1832-PEUTS,1,1,11,9,4.26,2,2,5,1,0
6141-OOXUQ,6,2,5,51,11.15,4,0,1,2,2
8660-BUETV,3,1,10,3,5.3,1,2,9,3,4
0580-PIQHM,4,1,9,1,7.37,4,1,6,1,1
5696-CEIQJ,2,1,13,46,7.19,2,0,7,4,0
7503-ZGUZJ,6,2,3,22,11.01,4,1,3,1,0
1696-HXOWK,3,1,14,13,6.17,0,2,7,1,0
3026-ATZYV,4,1,8,5,8.98,2,0,4,1,1
4012-YCFAI,3,0,16,7,5.79,3,4,6,0,0
2506-TNFCO,8,4,2,47,10.58,7,1,3,2,1
9970-QBCDA,2,0,9,56,7.85,3,1,5,1,2
8718-PTMEZ,3,1,4,38,10.09,4,4,3,0,1
9496-IVVRP,1,0,10,12,8.55,5,1,4,1,0
2207-OBZNX,5,2,6,2,9.6,4,1,4,2,2
2657-VPXTA,5,3,9,11,10.78,3,2,5,0,0
6551-VLJMV,3,1,9,2,8.54,3,2,7,0,0
1221-GHZEP,1,0,8,1,7.2,0,2,4,1,0
9289-LBQVU,4,0,9,0,5.3,1,0,7,0,4
6142-VSJQO,11,7,4,64,14.62,4,3,2,2,2
3458-IDMFK,0,0,23,33,9.67,1,1,8,0,0
6933-FHBZC,5,0,13,3,5.36,0,1,5,4,0
0221-NAUXK,1,1,10,49,8.79,2,2,5,2,2
9770-KXGQU,4,2,21,29,10.51,3,2,5,0,3
6437-UKHMV,6,2,14,2,10.83,4,1,4,0,1
6538-POCHL,2,1,9,51,8.21,2,2,6,3,2
6726-NNFWD,3,1,5,28,5.96,0,1,7,1,2
3002-WQZWT,2,0,14,1,8.74,6,4,2,0,2
4277-UDIEF,2,2,25,13,5.98,4,3,5,2,0
1208-NBVFH,3,0,10,2,6.84,2,1,4,3,2
4912-PIGUY,5,1,11,1,7.19,2,1,3,2,0
1114-CENIM,7,1,10,31,10.75,1,1,1,3,2
6060-DRTNL,6,0,12,14,12.52,3,4,3,2,1
2725-TTRIQ,3,0,15,25,6.29,1,1,4,1,1
3374-TTZTK,2,0,6,22,7.19,3,0,6,4,2
8990-ZXLSU,2,1,15,6,10.21,2,1,4,0,2
2275-RBYQS,3,1,12,53,6.91,4,2,5,2,1
8473-VUVJN,3,1,11,90,4.19,2,2,2,2,0
6289-CPNLD,1,0,7,69,13.46,4,1,2,2,3
5536-SLHPM,7,2,5,34,11.88,4,2,2,1,0
4419-UJMUS,5,2,13,16,9.46,1,1,3,0,0
7794-JASDG,3,1,9,16,8.78,2,4,6,2,2
7609-YBPXG,3,1,7,5,7.8,1,2,5,1,1
5519-TEEUH,4,1,12,20,2.98,0,1,7,0,0
7856-GANIL,1,0,8,5,6.5,0,1,5,1,0
0804-XBFBV,3,1,9,33,6.99,2,1,7,0,1
2676-OXPPQ,9,3,9,4,7.24,0,2,6,2,1
3703-TTEPD,2,0,16,8,7.51,2,0,5,1,1
2799-TSLAG,2,0,18,58,9.86,0,0,6,0,0
0196-VULGZ,7,2,3,19,9.67,2,2,4,2,2
8837-VVWLQ,2,2,7,25,9.44,2,3,2,1,1
2696-NARTR,9,5,3,88,12.85,2,3,4,4,0
2208-NKVVH,2,2,7,45,5.14,1,0,4,3,3
7614-QVWQL,9,4,9,19,9.71,0,1,3,2,4
1976-CFOCS,7,5,1,4,9.9,0,3,2,1,2
4631-OACRM,6,2,7,16,8.23,3,0,5,5,2
7139-JZFVG,1,0,9,4,6.03,2,1,5,0,0
4987-GQWPO,2,0,12,0,5.78,2,1,6,0,1
3755-JBMNH,8,5,14,27,11.33,3,5,5,2,1
1757-TCATG,3,3,11,0,6.1,2,1,6,2,2
6345-ULYRW,3,2,3,4,9.26,5,4,2,1,1
4776-XSKYQ,2,1,12,25,7.62,4,0,7,0,0
8048-DSDFQ,2,1,14,20,6.42,1,2,8,1,2
5753-QQWPW,2,0,10,12,4.87,2,0,6,0,0
6010-DDPPW,1,0,12,4,12.32,0,2,8,3,1
1809-DMJHQ,4,2,8,29,9.71,3,2,4,3,1
6693-FRIRW,7,2,8,25,8.5,1,3,8,1,0
6586-MYGKD,4,1,12,3,6.4,5,1,7,4,0
3173-NVMPX,1,0,16,5,3.82,4,3,9,0,3
0248-PGHBZ,1,0,9,83,6.0,2,1,5,1,0
0623-GDISB,3,2,6,33,5.22,2,1,6,3,1
2892-GESUL,1,0,15,1,8.02,3,3,4,2,0
6923-EFPNL,2,1,4,12,10.64,4,1,4,1,2
7472-EQOAV,2,0,10,1,9.2,4,1,5,3,3
9574-RKJIF,4,0,9,29,7.89,4,1,4,2,1
2043-WVTQJ,3,0,6,19,3.15,4,1,6,3,0
8034-RYTVV,2,0,15,90,3.09,1,2,6,0,0
3863-QSTYI,5,0,12,30,8.74,1,2,6,1,0
2619-WFQWU,4,0,5,5,9.0,8,1,5,5,2
5044-LRQAQ,2,0,11,7,5.72,5,2,5,1,3
1716-LSAMB,2,0,11,4,8.05,3,2,6,0,2
1333-PBMXB,3,1,18,1,8.0,2,0,5,0,1
6546-OPBBH,2,1,6,3,7.13,1,2,7,1,0
5985-BEHZK,3,1,6,1,6.28,0,1,4,3,1
9127-QRZMH,0,1,13,25,6.47,1,1,5,3,0
5919-VCZYM,5,1,11,38,9.97,2,1,5,1,2
9644-KVCNC,0,1,10,6,8.98,2,1,4,0,1
2137-DQMEV,2,0,9,45,6.8,0,1,4,0,0
8174-LNWMW,1,0,11,15,7.34,2,0,5,1,3
9279-CJEOJ,4,1,6,44,17.13,4,2,6,4,3
7964-VEXDG,4,3,17,0,12.43,2,2,5,1,1
2404-JIBFC,2,1,8,10,6.48,2,1,5,1,2
0778-NELLA,6,2,2,37,12.61,3,5,5,0,1
8029-XYPWT,1,1,19,31,6.97,1,1,6,0,1
4614-NUVZD,2,0,2,33,12.82,6,2,5,0,0
4632-PAOYU,0,0,12,12,5.07,3,2,6,2,0
3803-KMQFW,2,0,5,50,11.29,3,2,2,3,1
6804-GDMOI,3,1,2,10,11.85,5,5,7,1,0
2990-OGYTD,5,0,5,44,7.22,3,1,2,0,0
6646-JPPHA,3,1,10,38,6.77,2,1,6,3,0
9572-MTILT,5,2,3,16,10.28,1,0,2,1,0
7658-UYUQS,6,2,10,10,5.94,2,0,2,2,1
7880-XSOJX,3,0,13,7,7.64,3,3,4,1,0
9611-CTWIH,5,2,4,8,8.77,2,2,5,0,1
4589-IUAJB,2,0,13,34,8.83,0,4,6,0,1
0329-GTIAJ,2,0,4,43,10.84,2,1,1,5,1
8746-BFOAJ,2,0,9,27,8.92,4,5,3,2,3
8457-XIGKN,2,0,10,4,9.87,1,1,4,0,1
6072-NUQCB,2,0,14,11,5.2,3,1,4,1,0
6629-CZTTH,0,0,4,3,13.02,4,1,5,2,3
8838-GPHZP,4,1,9,84,8.71,1,1,7,0,1
8750-QWZAJ,3,1,11,30,4.28,3,1,5,0,0
5364-EVNIB,3,0,4,15,11.41,4,4,3,0,2
6918-UMQCG,3,0,10,16,9.47,1,0,3,1,1
0675-NCDYU,1,0,23,5,7.76,3,1,5,2,1
6339-DKLMK,5,2,19,6,5.29,1,1,4,1,2
1346-PJWTK,7,0,12,42,8.42,3,1,5,0,2
5088-QZLRL,4,0,6,38,10.19,2,3,3,1,0
8023-QHAIO,3,2,9,16,8.14,0,2,5,1,1
4397-FRLTA,3,0,16,18,4.35,1,3,7,0,1
3057-VJJQE,4,0,8,34,5.98,2,0,6,0,1
5087-SUURX,3,1,4,20,10.57,4,3,0,1,0
2302-OUZXB,0,1,10,69,7.28,2,0,8,0,0
8133-ANHHJ,2,0,13,15,10.6,0,0,6,0,0
2270-CHBFN,7,1,12,26,9.24,3,1,3,1,1
0013-EXCHZ,6,2,5,10,11.3,7,2,3,0,2
5982-FPVQN,3,0,7,13,8.77,4,0,6,3,1
9107-UKCKY,2,0,9,1,6.18,4,0,5,1,0
4654-ULTTN,1,1,16,1,9.57,3,1,6,0,1
5550-VFRLC,6,2,3,4,9.17,4,1,3,3,2
5546-BYZSM,8,3,7,9,8.42,2,3,7,0,2
1492-KGETH,1,1,17,41,6.78,3,1,9,0,2
4929-BSTRX,4,1,5,46,7.11,4,2,5,3,4
4163-HFTUK,3,0,18,18,7.93,0,1,8,0,0
8215-NGSPE,0,0,8,22,8.62,5,3,4,1,1
2225-ZRGSG,5,3,1,8,8.73,2,3,3,4,4
8859-YSTWS,2,0,12,34,6.7,1,1,4,4,0
5271-YNWVR,5,2,6,2,8.23,3,2,4,2,1
7601-DHFWZ,3,0,15,0,11.44,2,0,7,0,2
2657-ALMWY,5,0,4,17,10.73,3,2,3,3,1
6330-JKLPC,2,1,2,56,12.5,2,5,3,1,3
4667-OHGKG,2,0,8,81,9.05,6,2,3,2,2
1998-VHJHK,2,1,12,6,7.99,3,2,5,1,2
1707-HABPF,3,2,10,3,4.77,3,2,2,1,3
1660-HSOOQ,6,4,4,22,8.66,6,2,5,5,1
7253-UVNDW,1,0,5,63,13.8,1,4,2,2,2
0487-VVUVK,1,0,10,1,8.48,3,1,5,2,0
7228-OMTPN,10,4,3,31,9.26,2,2,4,1,0
5063-IUOKK,5,0,13,21,4.04,2,2,4,0,0
4508-OEBEY,2,2,14,7,7.74,1,2,8,0,1
0027-KWYKW,4,2,13,6,7.48,1,1,5,1,0
2308-STERM,4,1,8,20,9.58,1,6,4,2,2
5982-XMDEX,0,0,13,12,4.02,3,0,8,2,0
6284-AHOOQ,4,1,5,90,11.66,4,3,6,3,1
6051-PTVNS,4,1,11,2,6.31,3,0,3,0,1
2344-JMOGN,7,2,8,90,7.81,4,2,0,3,1
3799-ISUZQ,5,3,10,47,10.31,3,1,3,2,2
2877-VDUER,1,1,12,0,11.47,2,0,5,0,0
9152-AMKAK,7,1,20,19,9.04,2,1,6,1,1
1794-HBQTJ,2,1,3,12,10.51,3,2,5,3,2
9432-VOFYX,4,0,8,2,7.03,2,1,5,2,2
8049-WJCLQ,2,1,11,18,9.88,2,1,5,0,2
6586-PSJOX,1,0,15,30,7.82,1,2,7,1,1
2460-FPSYH,2,2,4,26,5.95,2,1,5,0,1
